feature,ios,android,ROM GB,RAM GB,5G,price
"Realme narzo 50 (Speed Black, 4GB RAM+64GB Storage) Helio G96 Processor | 50MP AI Triple Camera | 120Hz Ultra Smooth Display",0,1,64,4,0,7999
"Redmi Note 13 5G (Arctic White, 8GB RAM, 256GB Storage) | MTK Dimensity 6080 5G | 7.6mm, Slimmest Note Ever",0,1,256,8,1,15999
"Samsung Galaxy S23 FE 5G (Mint, 8GB, 128GB Storage)",0,1,128,8,1,22999
"Samsung Galaxy S23 5G (Green, 8GB, 256GB Storage)",0,1,256,8,1,79999
"IKALL K510 Smartphone (2GB, 32GB, 4G Volte) (Gold)",0,1,32,2,0,95999
"Samsung Galaxy A04s (Black, 4GB RAM, 64GB Storage)",0,1,64,4,0,9999
"Nokia C32 with 50MP Dual Rear AI Camera | Toughened Glass Back | 4GB RAM, 128GB Storage | Upto 7GB RAM with RAM Extension | 5000 mAh Battery | 1 Year Replacement Warranty | Android 13 | Beach Pink",0,1,128,4,0,15990
"Samsung Galaxy A25 5G (Blue Black, 8GB, 256GB Storage) | 50 MP Main Camera | Android 14 with One UI 6.0 | 16GB Expandable RAM | Exynos 1280 | 5000 mAh Battery",0,1,256,8,1,10999
"Vivo Y56 5G (Orange Shimmer, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0,1,128,8,1,31499
"Infinix HOT 30i (Glacier Blue, 8GB RAM 128GB Storage)",0,1,128,8,0,24999
"realme narzo 50A (Oxygen Blue , 4GB RAM + 64 GB Storage) Helio G85 Processor | 6000 mAh Battery",0,1,64,4,0,11999
"realme C67 5G (Sunny Oasis, 128 GB) (6 GB RAM)",0,1,128,6,1,12999
"OnePlus 11R 5G (Galactic Silver, 16GB RAM, 256GB Storage)",0,1,256,6,1,7799
"TECNO POP 8 (Mystery White,(8GB*+64GB)|90Hz Punch Hole Display with Dynamic Port & Dual Speakers with DTS| 5000mAh Battery |10W Type-C| Side Fingerprint Sensor| Octa-Core Processor",0,1,64,8,0,2299
"itel A70 Smartphone | 12GB* RAM, 128GB Storage | 8MP AI Selfie Camera | 5000mAh Battery | Type-C Charging | Dynamic Bar | Brilliant Gold",0,1,128,12,0,3599
"OnePlus 11 5G (Titan Black, 8GB RAM, 128GB Storage)",0,1,128,8,1,2599
"realme C67 5G (Sunny Oasis, 128 GB) (6 GB RAM)",0,1,128,6,1,3999
"Samsung Galaxy A23 5G, Light Blue (6GB, 128GB Storage) with Offer",0,1,128,6,1,9999
"Oppo A79 5G (Mystery Black, 8GB RAM, 128GB Storage) | 5000 mAh Battery with 33W SUPERVOOC Charger | 50MP AI Rear Camera | 6.72"" FHD+ 90Hz Display | with No Cost EMI/Additional Exchange Offers",0,1,128,8,1,28990
"Vivo Y56 5G (Black Engine, 4GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0,1,128,4,1,22999
"realme 11 Pro 5G (Sunrise Beige, 8GB RAM, 256GB Storage) | 120 Hz Curved Display | 100MP Prolight Camera | 7050 5G Dimensity | 67W SUPERVOOC | 12GB Dynamic RAM | Premier Vegan Leather Finish Design",0,1,256,8,1,22999
"Samsung Galaxy A21s (Blue, 6GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",0,1,64,6,0,19999
"Poco F1 (Steel Blue, 6GB RAM, 128GB Storage)",0,1,128,6,0,24999
"Motorola e40 (Carbon Gray, 4GB RAM 64GB Storage)",0,1,64,4,0,10999
"Samsung Galaxy M34 5G (Midnight Blue,6GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|12GB RAM with RAM+|Android 13|Without Charger",0,1,128,12,1,24499
"OnePlus Nord 3 5G (Tempest Gray, 8GB RAM, 128GB Storage)",0,1,128,8,1,33999
"Samsung Galaxy M34 5G (Midnight Blue,6GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|12GB RAM with RAM+|Android 13|Without Charger",0,1,128,12,1,24499
"POCO C65 (Matte Black, 4GB RAM, 128GB Storage)",0,1,128,4,0,10999
"OPPO A18 (Glowing Black, 4GB RAM, 64GB Storage) | 6.56"" HD 90Hz Waterdrop Display | 5000 mAh Battery with No Cost EMI/Additional Exchange Offers",0,1,64,4,0,14999
Samsung Galaxy F04 4GB 64GB Jade Purple,0,1,64,4,0,9999
"(Refurbished) Redmi 9A Sport (Coral Green, 2GB RAM, 32GB Storage)",0,1,32,2,0,15999
"Samsung Galaxy A21s (White, 6GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",0,1,64,6,0,19999
"Samsung Galaxy A05s (Light Green, 6GB, 128GB Storage) | 50 MP Main Camera | Upto 12GB RAM with RAM Plus | Snapdragon 680 | 5000 mAh Battery",0,1,128,12,0,17499
"OPPO F23 5G (Bold Gold, 8GB RAM, 256GB Storage) | 5000 mAh Battery with 67W SUPERVOOC Charger | 64MP Rear Triple AI Camera with Microlens | 6.72"" FHD+ 120Hz Display | with Offers",0,1,256,8,1,28999
"OnePlus 11R 5G (Sonic Black, 8GB RAM, 128GB Storage)",0,1,128,8,1,17990
"Samsung Galaxy M14 5G (ICY Silver,4GB,128GB)|50MP Triple Cam|Segment's Only 6000 mAh 5G SP|5nm Processor|2 Gen. OS Upgrade & 4 Year Security Update|12GB RAM with RAM Plus|Android 13|Without Charger",0,1,128,12,1,1299
"Lava Blaze 5G (Glass Green, 8GB RAM, UFS 2.2 128GB Storage) | 5G Ready | 50MP AI Triple Camera | Upto 16GB Expandable RAM | Charger Included | Clean Android (No Bloatware)",0,1,128,8,1,16499
"Samsung Galaxy M34 5G (Waterfall Blue,8GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|16GB RAM with RAM+|Android 13|Without Charger",0,1,128,6,1,25999
"Samsung Galaxy A21s (White, 6GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",0,1,64,6,0,19999
"Samsung Galaxy A05s (Light Green, 6GB, 128GB Storage) | 50 MP Main Camera | Upto 12GB RAM with RAM Plus | Snapdragon 680 | 5000 mAh Battery",0,1,128,12,0,17499
"OPPO F23 5G (Bold Gold, 8GB RAM, 256GB Storage) | 5000 mAh Battery with 67W SUPERVOOC Charger | 64MP Rear Triple AI Camera with Microlens | 6.72"" FHD+ 120Hz Display | with Offers",0,1,256,8,1,28999
"vivo Y28 5G (Glitter Aqua, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0,1,128,8,1,19999
"realme GT Neo 3 (150W) (Sprint White, 12GB RAM, 256GB Storage)",0,1,256,12,0,45999
"Lava Blaze 5G (Glass Green, 6GB RAM, UFS 2.2 128GB Storage) | 5G Ready | 50MP AI Triple Camera | Upto 11GB Expandable RAM | Charger Included | Clean Android (No Bloatware)",0,1,128,6,1,16349
"Realme 9 5G SE (Azure Glow, 6GB RAM, 128GB Storage)",0,1,128,6,1,24999
"realme C67 5G (Dark Purple, 128 GB) (6 GB RAM)",0,1,128,6,1,18990
"Samsung Galaxy M14 5G (Smoky Teal,6GB,128GB)|50MP Triple Cam|Segment's Only 6000 mAh 5G SP|5nm Processor|2 Gen. OS Upgrade & 4 Year Security Update|12GB RAM with RAM Plus|Android 13|Without Charger",0,1,128,12,1,33999
"OnePlus Nord 3 5G (Misty Green, 8GB RAM, 128GB Storage)",0,1,128,8,1,8499
"itel A60s (4GB RAM + 64GB ROM, Up to 8GB RAM with Memory Fusion | 8MP AI Rear Camera | 5000mAh Battery with 10W Charging | Faceunlock & Fingerprint - Moonlit Violet",0,1,64,4,0,9999
"itel A70 Smartphone | 12GB* RAM, 128GB Storage | 8MP AI Selfie Camera | 5000mAh Battery | Type-C Charging | Dynamic Bar | Field Green",0,1,128,12,0,16999
"Nokia G21 Android Smartphone, Dual SIM, 3-Day Battery Life, 6GB RAM + 128GB Storage, 50MP Triple AI Camera | Nordic Blue",0,1,128,6,0,31999
"Vivo Y100A 5G (Twilight Gold, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers",0,1,256,8,1,7299
"JioFi Jio Phone Next 32 GB ROM, 2 GB RAM, Blue, Smartphone",0,1,32,2,0,45999
"realme GT Neo 3 (150W) (Asphalt Black, 12GB RAM, 256GB Storage)",0,1,256,12,0,12499
"TECNO Spark 9T (Turquoise Cyan, 4GB RAM,64GB Storage) | 50MP SuperNight Triple Camera | 18W Flash Charger",0,1,64,4,0,16999
"Micromax in Note 1 (Green, 4GB RAM. 128GB Storage), (E7746)",0,1,128,4,0,9999
"OnePlus 11R 5G (Sonic Black, 16GB RAM, 256GB Storage)",0,1,256,6,1,2299
"Samsung Galaxy S23 FE 5G (Purple, 8GB, 128GB Storage)",0,1,128,8,1,10999
"Samsung Galaxy M34 5G (Midnight Blue,8GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|16GB RAM with RAM+|Android 13|Without Charger",0,1,128,6,1,10999
"TECNO Spark 9T (Turquoise Cyan, 4GB RAM,64GB Storage) | 50MP SuperNight Triple Camera | 18W Flash Charger",0,1,64,4,0,79999
"Micromax in Note 1 (Green, 4GB RAM. 128GB Storage), (E7746)",0,1,128,4,0,25999
"realme GT NEO 3T (Dash Yellow, 8GB+256GB) Qualcomm Snapdragon 870 | 64MP Camera",0,1,256,8,0,12499
"Infinix Smart 7 (Azure Blue, 128 GB) (4 GB RAM)",0,1,128,4,0,16999
Samsung Galaxy S23 5G Smartphone 256 GB 15.5 cm (6.1 inch) Phantom Black,0,1,256,6,1,38999
"Motorola G14 (Steel Gray, 4GB RAM, 128GB Storage) | 6.5 FHD+ Display | UNISOC T616 Octa-core Processor | 50 MP Camera Quad Pixel Technology | Fingerprint | 5000 mAh Battery 20 W TurboPower Charging",0,1,128,4,0,9999
"OnePlus Nord N20 SE (Oasis Blue, 4GB RAM, 64GB Storage)",0,1,64,4,0,95999
"(Refurbished) Redmi Go (Blue 8GB ROM, 1GB RAM)",0,1,8,1,0,14999
"Samsung Galaxy M14 5G (Smoky Teal,4GB,128GB)|50MP Triple Cam|Segment's Only 6000 mAh 5G SP|5nm Processor|2 Gen. OS Upgrade & 4 Year Security Update|12GB RAM with RAM Plus|Android 13|Without Charger",0,1,128,12,1,24999
"Samsung Galaxy S23 5G (Cream, 8GB, 128GB Storage)",0,1,128,8,1,12999
"Samsung Galaxy A05 (Silver, 6GB, 128GB Storage) | 50 MP Main Camera | Upto 12GB RAM with RAM Plus | MediaTek Helio G85 | 5000 mAh Battery",0,1,128,12,0,17990
"TECNO Camon 19 Pro 5G (Eco Black, 8GB RAM,128GB Storage) | 64MP Triple Camera | 33W Charger Included",0,1,128,8,1,89999
"Redmi 13C (Starfrost White, 6GB RAM, 128GB Storage) | Powered by 4G MediaTek Helio G85 | 90Hz Display | 50MP AI Triple Camera",0,1,128,6,0,14999
"vivo Y100A 5G (Twilight Gold, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0,1,128,8,1,24999
"Samsung Galaxy S23 5G (Cream, 8GB, 256GB Storage)",0,1,256,8,1,13999
"TECNO Spark 8T (Turquoise Cyan, 4GB RAM,64GB Storage) | 50MP AI Camera | 7GB Expandable RAM",0,1,64,4,0,29999
Nokia C22 | 3-Day Battery Life | 6GB RAM (4GB RAM + 2GB Virtual RAM) | 13 MP Dual Rear AI Camera with Night & Portrait Mode | IP52 | Purple,0,1,64,4,0,95999
"vivo Y27 (Garden Green, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0,1,128,6,0,12999
"Lava Blaze Pro 5G (Starry Night, 8GB RAM, 128GB Storage)| 50 MP AI Camera |120 Hz FHD+ Display | 33W Fast Charger | Upto 16 GB Expandable RAM",0,1,128,8,1,9499
"Samsung Galaxy Z Flip5 5G (Cream, 8GB RAM, 256GB Storage)",0,1,256,8,1,18999
"Samsung Galaxy M34 5G (Waterfall Blue,6GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|12GB RAM with RAM+|Android 13|Without Charger",0,1,128,12,1,3599
"Samsung Galaxy M14 5G (Berry Blue,6GB,128GB)|50MP Triple Cam|Segment's Only 6000 mAh 5G SP|5nm Processor|2 Gen. OS Upgrade & 4 Year Security Update|12GB RAM with RAM Plus|Android 13|Without Charger",0,1,128,12,1,2599
"TECNO Spark 8T (Turquoise Cyan, 4GB RAM,64GB Storage) | 50MP AI Camera | 7GB Expandable RAM",0,1,64,4,0,3999
Nokia C22 | 3-Day Battery Life | 6GB RAM (4GB RAM + 2GB Virtual RAM) | 13 MP Dual Rear AI Camera with Night & Portrait Mode | IP52 | Purple,0,1,64,6,0,24499
"vivo Y27 (Garden Green, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0,1,128,6,0,18990
"Motorola Moto E13 (Aurora Green, 2GB RAM, 64GB Storage)",0,1,64,2,0,12999
"Motorola e13 (Creamy White, 4GB RAM 64GB Storage)",0,1,64,4,0,9499
Nokia C32 with 50MP Dual Rear AI Camera | 3-Day Battery Life | Toughened Glass Back | 12GB RAM with Memory Extension (6GB RAM + 6GB Virtual RAM) | Android 13 | Beach Pink,0,1,32,6,0,18999
"Redmi A2 (Sea Green, 2GB RAM, 32GB Storage) | Powerful Octa Core G36 Processor | Upto 7GB RAM | Large 16.5 cm HD+ Display with Massive 5000mAh Battery | 2 Years Warranty [Limited time Offer]",0,1,32,2,0,9999
"Samsung Galaxy A14 5G (Light Green, 8GB, 128GB Storage) | Triple Rear Camera (50 MP Main) | Upto 16 GB RAM with RAM Plus | Without Charger",0,1,128,8,1,10990
"Samsung Galaxy S23 5G (Lavender, 8GB, 256GB Storage)",0,1,256,8,1,12499
"IKALL Z20 Smartphone (6.5 Inch HD Display, 4GB, 64GB) (Black)",0,1,64,4,0,8999
"TECNO Camon 20 Premier 5G (Serenity Blue, 8GB RAM,512GB Storage)|8GB Expandable RAM| Industry 1st 50MP RGBW-Pro Camera| Segment 1st 108MP Ultra-Wide Macro Lens |6.67"" 120Hz, 10bit AMOLED in-Display",0,1,512,8,1,22999
"Samsung Galaxy A34 5G (Awesome Graphite, 8GB, 256GB Storage) | 48 MP No Shake Cam (OIS) | IP67 | Gorilla Glass 5 | Voice Focus | Travel Adapter to be Purchased Separately",0,1,256,8,1,95999
"Lava O1 (Lively Lavender, 4GB RAM, 64GB Storage) | 18W Fast Charging | Octa Core Unisoc T606 | 13 MP AI Dual Camera | 5000 mAh Battery | Upto 7GB Expandable RAM | Fingerprint Sensor",0,1,64,4,0,9999
"realme 11 5G (Glory Black, 8GB RAM, 256GB Storage)",0,1,256,8,1,41999
"Infinix Hot 12 Pro (Lightsaber Green, 6GB RAM 64GB Storage)",0,1,64,6,0,39499
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display",0,1,64,4,0,13999
"Nokia C12 Pro Android Smartphone, Dual SIM, All Day Battery Life, 6GB RAM, 4GB RAM + 2GB Virtual RAM, Android 12 Go Edition | Mint",0,1,64,6,0,4990
"IKALL K333 Touch and Type 4G Android Mobile with WiFi and 4G Sim Support (2.8 inch Display, 2GB Ram, 16GB Storage) | Support - WhatsAp, Facebook, YouTube and Instagram (Dark Blue)",0,1,16,2,0,14999
"Samsung Galaxy M52 5G (ICY Blue, 8GB RAM, 128GB Storage) Latest Snapdragon 778G 5G | sAMOLED 120Hz Display",0,1,128,8,1,36999
"Samsung Galaxy M14 5G (Berry Blue,4GB,128GB)|50MP Triple Cam|Segment's Only 6000 mAh 5G SP|5nm Processor|2 Gen. OS Upgrade & 4 Year Security Update|12GB RAM with RAM Plus|Android 13|Without Charger",0,1,128,12,1,17990
"Infinix Hot 12 Pro (Lightsaber Green, 6GB RAM 64GB Storage)",0,1,64,6,0,13999
"Redmi Note 9 (Pebble Grey, 4GB RAM 64GB Storage) - 48MP Quad Camera & Full HD+ Display",0,1,64,4,0,14999
"Nokia C12 Pro Android Smartphone, Dual SIM, All Day Battery Life, 6GB RAM, 4GB RAM + 2GB Virtual RAM, Android 12 Go Edition | Mint",0,1,64,6,0,9199
"itel S23 (8GB RAM + 128GB ROM, Up to 16GB RAM with Memory Fusion | 50MP AI Dual Rear Camera | 5000mAh Battery with Type-C Charging | 90 Hz Display) - Starry Black",0,1,128,8,0,10999
"Honor 8C (Blue, 4GB RAM, 32GB Storage)",0,1,32,4,0,19999
Nokia C32 with 50MP Dual Rear AI Camera | 3-Day Battery Life | Toughened Glass Back | 12GB RAM with Memory Extension (6GB RAM + 6GB Virtual RAM) | Android 13 | Breezy Mint,0,1,32,6,0,12499
"(Refurbished) Samsung Galaxy A14 5G (Black, 6GB, 128GB Storage) | Triple Rear Camera (50 MP Main) | Upto 12 GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",0,1,128,8,1,16999
"Samsung Galaxy S23 5G (Phantom Black, 8GB, 256GB Storage)",0,1,256,8,1,95999
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 2.3GHz Mediatek Helio G35 Octa core Processor",0,1,64,4,0,10999
"Samsung Galaxy A54 5G (Awesome Violet, 8GB, 256GB Storage) | 50 MP No Shake Cam (OIS) | IP67 | Gorilla Glass 5 | Voice Focus | Without Charger",0,1,256,8,1,45999
"Samsung Galaxy A05 (Light Green, 4GB, 64GB Storage) | 50 MP Main Camera | Upto 8GB RAM with RAM Plus | MediaTek Helio G85 | 5000 mAh Battery",0,1,64,8,0,12499
"MOTOROLA G60 (Dynamic Gray, 6GB RAM, 128GB Storage)",0,1,128,6,0,21999
"TECNO POVA 4 (Cryolite Blue,8GB RAM,128GB Storage)| Helio G99 Processor | 6000mAh Battery 18W Charger Included | 50MP Rear Camera",0,1,128,8,0,14499
"Poco X5 5G (Wildcat Blue, 256 GB) (8 GB RAM)",0,1,256,6,1,24999
"Nokia C32 with 50MP Dual Rear AI Camera | Toughened Glass Back | 4GB RAM, 64GB Storage | Upto 7GB RAM with RAM Extension | 5000 mAh Battery | 1 Year Replacement Warranty | Android 13 | Beach Pink",0,1,64,4,0,10499
"Lava Blaze 5G (Glass Green, 8GB RAM, UFS 2.2 128GB Storage) | 5G Ready | 50MP AI Triple Camera | Upto 16GB Expandable RAM | Charger Included | Clean Android (No Bloatware)",0,1,128,8,1,16499
"Samsung Galaxy S23 FE 5G (Graphite, 8GB, 128GB Storage)",0,1,128,8,1,79999
"Lava Blaze 5G (Glass Green, 8GB RAM, UFS 2.2 128GB Storage) | 5G Ready | 50MP AI Triple Camera | Upto 16GB Expandable RAM | Charger Included | Clean Android (No Bloatware)",0,1,128,8,1,10999
"Motorola Edge 40 5G (Viva Magenta, 8GB RAM, 256GB Storage)",0,1,256,8,1,10999
"Vivo T2 5G (Velocity Wave, 128 Gb) (6 Gb Ram), Grey",0,1,128,6,1,16499
"Smartphone Galaxy S21 Plus Phantom Black, 128 GB ROM 8 GB RAM",0,1,128,8,0,23999
"Samsung Galaxy F34 5G (Orchid Violet, 6 GB RAM, 128 GB Storage) | 50 MP No Shake Camera | Auto Night Mode | 120 Hz AMOLED Display | 4K Videos | 6000 mAh Large Battery | Dolby Atmos | Gorilla Glass 5",0,1,128,6,1,100999
"Lava Blaze Pro 5G (Starry Night, 8GB RAM, 128GB Storage)| 50 MP AI Camera |120 Hz FHD+ Display | 33W Fast Charger | Upto 16 GB Expandable RAM",0,1,128,8,1,24499
"Samsung Galaxy A14 5G (Black, 8GB, 128GB Storage) | Triple Rear Camera (50 MP Main) | Upto 16 GB RAM with RAM Plus | Without Charger",0,1,128,8,1,14999
"vivo Y36 (Meteor Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0,1,128,8,0,22999
"itel A60s (4GB RAM + 64GB ROM, Up to 8GB RAM with Memory Fusion | 8MP AI Rear Camera | 5000mAh Battery with 10W Charging | Faceunlock & Fingerprint -Shadow Black",0,1,64,4,0,21999
"Samsung Galaxy M52 5G (ICY Blue, 8GB RAM, 128GB Storage) Latest Snapdragon 778G 5G | sAMOLED 120Hz Display",0,1,128,8,1,8499
"realme C55 (Rainforest, 6GB RAM, 64 Storage) | 6.72 inch Full HD+ Display | 64MP + 2MP | 8MP Front Camera | Helio G88 Processor | Brilliant Security | Convenient Multitasking",0,1,64,6,0,36999
"POCO M6 Pro 5G (Forest Green, 128 GB) (4 GB RAM)",0,1,128,4,1,13999
"Nokia C12 Pro Android Smartphone, Dual SIM, All Day Battery Life, 6GB RAM, 4GB RAM + 2GB Virtual RAM, Android 12 Go Edition | Charcoal",0,1,64,6,0,9199
"Samsung Galaxy F54 5G (Meteor Blue, 256 GB) (8 GB RAM)",0,1,256,6,1,10999
"itel S23 (8GB RAM + 128GB ROM, Up to 16GB RAM with Memory Fusion | 50MP AI Dual Rear Camera | 5000mAh Battery with Type-C Charging | 90 Hz Display) - Mystery White",0,1,128,8,0,44999
"Oppo Reno10 Pro 5G (Glossy Purple, 12GB RAM, 256GB Storage) New",0,1,256,12,1,2199
"Samsung Galaxy F54 5G (Meteor Blue, 256 GB) (8 GB RAM)",0,1,256,6,1,3599
"itel S23 (8GB RAM + 128GB ROM, Up to 16GB RAM with Memory Fusion | 50MP AI Dual Rear Camera | 5000mAh Battery with Type-C Charging | 90 Hz Display) - Mystery White",0,1,128,8,0,2599
"Oppo Reno10 Pro 5G (Glossy Purple, 12GB RAM, 256GB Storage) New",0,1,256,12,1,3999
"Motorola Edge 40 5G (Nebula Green, 8GB RAM, 256GB Storage)",0,1,256,8,1,10999
"Lava Blaze Pro 5G (Radiant Pearl, 8GB RAM, 128GB Storage)| 50 MP AI Camera |120 Hz FHD+ Display | 33W Fast Charger | Upto 16 GB Expandable RAM",0,1,128,8,1,44999
"Samsung Galaxy A34 5G (Awesome Violet, 8GB, 128GB Storage) | 48 MP No Shake Cam (OIS) | IP67 | Gorilla Glass 5 | Voice Focus | Without Charger",0,1,128,8,1,14999
"Samsung Galaxy M32 (Black, 6GB RAM, 128GB | FHD+ sAMOLED 90Hz Display | 6000mAh Battery | 64MP Quad Camera",0,1,128,6,0,35499
"MAPLIN Honor 20i (Midnight Black, 4GB / 128GGB Storage, Triple AI Camera)",0,1,128,4,0,23999
"Oppo A79 5G (Glowing Green, 8GB RAM, 128GB Storage) | 5000 mAh Battery with 33W SUPERVOOC Charger | 50MP AI Rear Camera | 6.72"" FHD+ 90Hz Display | with No Cost EMI/Additional Exchange Offers",0,1,128,8,1,19999
"Lava Blaze 2 (6GB RAM, 128GB Storage) - Glass Blue | 18W Fast Charging | 6.5 inch 90Hz Punch Hole Display | Side Fingerprint Sensor | Upto 11GB Expandable RAM | 5000 mAh Battery",0,1,128,6,0,22999
Apple iPhone 14 Plus (128 GB) - Midnight,1,0,128,6,0,1890
"Samsung Galaxy A23 5G, Silver (8GB, 128GB Storage) with Offer",0,1,128,8,1,79900
"POCO M5 (ICY Blue, 64 GB) (4 GB RAM)",0,1,64,4,0,30990
"vivo Y17s (Glitter Purple, 4GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0,1,128,4,0,15999
"Samsung Galaxy S23 5G (Cream, 8GB, 256GB Storage)",0,1,256,8,1,95999
"Lava Blaze 2 (6GB RAM, 128GB Storage) - Glass Blue | 18W Fast Charging | 6.5 inch 90Hz Punch Hole Display | Side Fingerprint Sensor | Upto 11GB Expandable RAM | 5000 mAh Battery",0,1,128,6,0,10999
Apple iPhone 14 Plus (128 GB) - Midnight,1,0,128,6,0,79900
"Samsung Galaxy A23 5G, Silver (8GB, 128GB Storage) with Offer",0,1,128,8,1,30990
"POCO M5 (ICY Blue, 64 GB) (4 GB RAM)",0,1,64,4,0,15999
"vivo Y17s (Glitter Purple, 4GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0,1,128,4,0,16999
"OPPO A15 (Dynamic Black, 3GB RAM, 32GB Storage) with No Cost EMI & Additional Exchange Offers",0,1,32,2,0,12999
"POCO M6 5G (Galaxctic Black, 8GB RAM, 256GB Storage)",0,1,256,8,1,15999
"Motorola G62 5G (8GB, 128GB) (Midnight Gray)",0,1,128,8,1,24999
"Realme GT Neo 3 (150W) (Nitro Blue, 12GB RAM, 256GB Storage)",0,1,256,12,0,45999
"TECNO Pova 5 (Amber Gold, 8GB RAM,128GB Storage) | Segment 1st 45W Ultra Fast Charging | 6000mAh Big Battery | 50MP AI Dual Camera | 3D Textured Design | 6.78”FHD+ Display",0,1,128,8,0,12990
"(Refurbished) OnePlus 6T (Mirror Black, 6GB RAM, 128GB Memory)",0,1,128,6,0,41999
"Samsung Galaxy S23 FE 5G (Purple, 8GB, 256GB Storage)",0,1,256,8,1,84999
"Motorola G14 (Butter Cream, 4GB RAM, 128GB Storage)",0,1,128,4,0,7999
Infinix Smart 7 HD (64 GB) (2 GB RAM) (Silk Blue),0,1,64,4,0,2299
"Samsung Galaxy S23 FE 5G (Purple, 8GB, 256GB Storage)",0,1,256,8,1,10999
"Motorola G14 (Butter Cream, 4GB RAM, 128GB Storage)",0,1,128,4,0,10999
Infinix Smart 7 HD (64 GB) (2 GB RAM) (Silk Blue),0,1,64,4,0,84999
"Motorola G82 5G (White Lily, 8GB RAM, 128GB Storage)",0,1,128,8,1,7999
"OPPO Find X2 (Black, 12GB RAM, 256GB Storage) with No Cost EMI/Additional bank Offers",0,1,256,12,0,25999
Vivo T2x 5G (128 GB) (6 GB RAM) (Aurora Gold),0,1,128,6,1,69990
"Redmi A2 (Aqua Blue, 2GB RAM, 32GB Storage) | Powerful Octa Core G36 Processor | Upto 7GB RAM | Large 16.5 cm HD+ Display with Massive 5000mAh Battery | 2 Years Warranty [Limited time Offer]",0,1,32,2,0,8999
"Redmi 12 ( Jade Black, 4GB RAM, 128B Storage )",0,1,128,4,0,14999
Samsnug Galaxy f04 4GB 64GB Opal Green Color,0,1,64,4,0,10999
"realme narzo N55 (Prime Black, 4GB+64GB) 33W Segment Fastest Charging | Super High-res 64MP Primary AI Camera",0,1,64,4,0,12999
"realme C67 5G (Dark Purple, 128 GB) (4 GB RAM)",0,1,128,4,1,16999
"Lava O1 (Prism Blue, 4GB RAM, 64GB Storage) | 18W Fast Charging | Octa Core Unisoc T606 | 13 MP AI Dual Camera | 5000 mAh Battery | Upto 7GB Expandable RAM | Fingerprint Sensor",0,1,64,4,0,9999
"Lava Blaze 2 Pro (8 GB RAM, 128GB UFS Storage) - Cool Green|50 MP AI Triple Camera |18W Fast Charger| 6.5 inch(16.5cm) Display with 5000 mAh Battery| Upto 16GB Expandable RAM",0,1,128,8,0,11999
"Nokia C21 Plus Android Smartphone, Dual SIM, 3-Day Battery Life, 4GB RAM + 64GB Storage, 13MP Dual Camera with HDR | Warm Grey",0,1,64,4,0,12999
"Vivo Y56 5G (Orange Shimmer, 4GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",0,1,128,4,1,22999
"itel P40+ (4GB RAM+128GB ROM, 8GB* RAM with Memory Fusion | 13MP AI Rear Camera | 7000mAh Battery with 18W Fast Charging | 6.8"" HD+ IPS Punch Hole 90Hz Display | Faceunlock & Fingerprint - Ice Cyan",0,1,128,4,0,3599
"Redmi 12 (Pastel Blue, 4GB RAM, 128B Storage)",0,1,128,4,0,2599
